Unique_ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,unit_faculty,demographic_sex
3143,82,99,45.16,88,88.08,27.33,23.17,84.15,47.56,7.32,2.44,2.44,0,0,0,0,4.88,15.85,15.85,6.1,0,2.44,0,10.98,3.66,1.22,1.22,3.66,1.22,6.1,4.88,1.22,0,0,0,1.22,0,0,0,0,9.76,3.66,4.88,0,1.22,0,0,3.66,3.66,0,0,0,0,0,0,0,7.32,0,6.1,1.22,1.22,0,3.66,4.88,1.22,21.95,2.44,13.41,6.1,1.22,3.66,0,0,0,0,0,0,0,0,0,0,9.76,3.66,1.22,0,0,0,0,0,0,0,3.66,1.22,Faculty of Art Des & Architecture,M
37,79,28,87.27,8.23,99,13.17,17.72,87.34,55.7,11.39,7.59,1.27,0,6.33,0,0,3.8,5.06,12.66,10.13,13.92,11.39,0,22.78,7.59,1.27,2.53,0,2.53,7.59,7.59,0,0,0,0,10.13,0,0,0,0,13.92,3.8,1.27,1.27,1.27,2.53,3.8,5.06,2.53,1.27,1.27,0,0,0,0,0,2.53,0,2.53,0,0,0,5.06,11.39,0,5.06,0,2.53,2.53,2.53,0,0,0,0,0,2.53,0,1.27,0,0,0,10.13,1.27,1.27,0,0,0,5.06,0,0,1.27,1.27,0,Faculty of Art Des & Architecture,F
1276,97,83.67,58.16,40.7,97.27,32.33,29.9,81.44,41.24,7.22,2.06,0,0,0,2.06,0,5.15,9.28,9.28,8.25,2.06,6.19,2.06,13.4,9.28,3.09,3.09,0,2.06,7.22,6.19,1.03,0,0,0,9.28,0,0,1.03,1.03,19.59,9.28,3.09,1.03,2.06,1.03,5.15,1.03,0,0,1.03,0,0,0,0,0,11.34,1.03,6.19,4.12,0,1.03,1.03,14.43,0,8.25,1.03,4.12,3.09,8.25,0,0,1.03,0,0,0,0,0,0,0,0,20.62,3.09,10.31,1.03,0,1.03,0,1.03,0,3.09,0,1.03,Faculty of Art Des & Architecture,F
2351,2,93.26,50,1,25.77,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,Faculty of Art Des & Architecture,M
513,164,82.39,86.38,19.56,96.29,16.4,24.39,87.2,51.22,14.63,8.54,0.61,0.61,5.49,1.22,0.61,6.1,7.93,15.24,8.54,3.66,3.05,1.22,12.8,4.88,2.44,1.22,3.05,1.83,7.93,6.1,1.22,0.61,0,0,9.76,0,0,0,1.22,15.85,4.88,3.66,0.61,1.83,1.83,3.05,0.61,0.61,0,0,3.05,0,3.05,0,0,9.76,1.22,4.88,3.05,1.22,0.61,1.22,11.59,0,9.15,0.61,5.49,3.05,4.27,0,0,0.61,1.22,0,0,0,0,0,0,0,14.63,5.49,4.27,0,0,0,0,0,2.44,1.22,0,1.22,Faculty of Art Des & Architecture,F
2387,56,48.63,85.81,41.07,25.77,18.67,16.07,73.21,50,16.07,7.14,1.79,0,3.57,0,1.79,8.93,5.36,10.71,10.71,7.14,3.57,0,16.07,1.79,1.79,1.79,16.07,1.79,3.57,1.79,1.79,0,0,0,10.71,0,0,0,0,12.5,5.36,3.57,1.79,1.79,0,1.79,1.79,1.79,0,0,0,0,0,0,0,5.36,1.79,1.79,0,0,1.79,3.57,14.29,0,12.5,0,8.93,3.57,0,1.79,0,0,0,0,0,0,0,0,0,0,19.64,5.36,5.36,1.79,0,3.57,0,3.57,0,0,0,0,Faculty of Art Des & Architecture,F
2514,104,77.06,50,69.37,89.84,52,28.85,87.5,46.15,12.5,5.77,2.88,0,1.92,0,0.96,6.73,7.69,10.58,6.73,1.92,7.69,0,16.35,6.73,4.81,2.88,0,4.81,5.77,4.81,0.96,0,0,0.96,5.77,0,0,0,0,21.15,8.65,5.77,0,2.88,1.92,4.81,1.92,0.96,0.96,0,0,0,0,0,0,7.69,0.96,4.81,0.96,0.96,0,0.96,9.62,0.96,7.69,1.92,4.81,0.96,8.65,1.92,0,0.96,0,0,0,0,0,0,0,0,8.65,2.88,2.88,0,0,0,0.96,1.92,0,0,0,0,Faculty of Art Des & Architecture,F
1189,94,98.74,85.63,25.35,45.3,15.67,31.91,80.85,48.94,5.32,3.19,1.06,2.13,0,0,0,2.13,14.89,17.02,3.19,7.45,5.32,0,7.45,2.13,0,1.06,2.13,3.19,1.06,1.06,0,0,0,0,11.7,0,0,0,0,15.96,5.32,5.32,3.19,3.19,0,2.13,0,0,0,0,0,0,0,0,0,7.45,3.19,1.06,1.06,0,2.13,0,7.45,1.06,11.7,1.06,8.51,2.13,0,0,0,0,0,0,0,0,0,0,0,0,10.64,6.38,3.19,0,0,0,0,1.06,0,0,0,0,Faculty of Art Des & Architecture,M
3892,115,62.42,9.62,95.68,99,19.17,37.39,78.26,47.83,16.52,11.3,11.3,0,0,0,0,5.22,6.09,13.04,2.61,7.83,7.83,0.87,10.43,4.35,3.48,2.61,0,0,7.83,6.96,0.87,0,0,0.87,0.87,0,0,0,0,19.13,10.43,5.22,0.87,0,1.74,1.74,2.61,1.74,0,0,0,0,0,0,0,4.35,0,1.74,1.74,2.61,0,2.61,4.35,0,8.7,0.87,4.35,3.48,5.22,0.87,0,0,0,0,0,0,0,0,0,0,14.78,5.22,6.09,0,0,0,0,0.87,0,0,1.74,0.87,Faculty of Art Des & Architecture,F
4025,147,97.02,79.29,29.03,91.78,21,23.81,89.12,46.94,6.8,2.72,0,0,0,0,2.72,4.08,11.56,15.65,3.4,5.44,6.12,0,12.24,4.76,4.08,3.4,0,0.68,6.8,5.44,1.36,0,0,0.68,8.16,0,0,0,0,17.01,4.08,6.8,2.04,3.4,2.72,0,1.36,0,0,0.68,0,0,0,0,0,14.29,2.72,6.12,4.08,4.08,0.68,0,12.93,0,15.65,2.04,6.8,6.8,11.56,0.68,0,2.72,0,0,0,0,0,0,0,0,14.29,5.44,2.04,0,0,0,0,0.68,4.76,1.36,0,0,Faculty of Art Des & Architecture,F
1171,43,95.17,75.74,49.53,3.52,14.33,20.93,74.42,48.84,9.3,9.3,0,0,0,9.3,0,0,6.98,20.93,6.98,4.65,2.33,2.33,13.95,6.98,4.65,2.33,4.65,2.33,2.33,0,2.33,0,2.33,0,11.63,0,0,0,9.3,9.3,2.33,4.65,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,11.63,0,4.65,6.98,0,0,2.33,9.3,0,25.58,6.98,13.95,6.98,2.33,0,0,0,0,0,0,0,0,0,0,0,13.95,6.98,0,4.65,0,0,0,0,0,2.33,0,0,Faculty of Art Des & Architecture,F
3615,130,98.78,29.5,9.35,81.28,26,19.23,69.23,50.77,7.69,3.85,3.85,0,0,0,0,3.85,10.77,20.77,4.62,3.08,5.38,0,10.77,3.85,3.08,0,3.08,3.08,3.08,3.08,0,0,0,0,0.77,0,0,0,0,10.77,1.54,3.85,0.77,1.54,1.54,2.31,2.31,2.31,0,0,0,0,0,0,0,3.08,0,3.08,0,0,0,5.38,4.62,0,6.15,0,4.62,1.54,0.77,0,0,0,0,0,0.77,0,0,0,0.77,0,13.85,3.85,6.92,0,0,0,0,3.08,0,0,0,0,Faculty of Art Des & Architecture,M
3518,150,89.57,42.08,56.63,63.69,18.75,30.67,83.33,47.33,10,5.33,4,0.67,0,0,0.67,4.67,12,10.67,6,4,6,0,12.67,6.67,1.33,2,0,2,3.33,2.67,0.67,0.67,0,0,3.33,0,0,0,0,19.33,7.33,6.67,0.67,1.33,2,2,2.67,1.33,0,1.33,0,0,0,0,0,6.67,1.33,2.67,2,0.67,0.67,0,10.67,0.67,9.33,0.67,6,2.67,6,0.67,0,2.67,0,0,0,0,0,0,0,0,12,4.67,4,0.67,0,0.67,0,0,1.33,0.67,0,0,Faculty of Art Des & Architecture,F
698,63,87.62,31.71,89.63,95.81,12.6,38.1,82.54,39.68,12.7,11.11,11.11,0,0,0,0,1.59,6.35,11.11,4.76,0,4.76,0,6.35,1.59,0,0,1.59,0,7.94,6.35,1.59,0,0,0,6.35,0,0,0,0,6.35,3.17,1.59,3.17,0,0,0,1.59,0,0,1.59,0,0,0,0,0,12.7,3.17,6.35,1.59,0,1.59,0,6.35,0,17.46,1.59,9.52,6.35,11.11,1.59,1.59,0,0,0,0,0,0,0,0,0,15.87,7.94,1.59,0,0,0,0,0,0,4.76,0,1.59,Faculty of Art Des & Architecture,M
2915,29,16.68,8.4,95.26,25.77,29,6.9,75.86,44.83,13.79,13.79,13.79,0,0,0,0,0,0,6.9,13.79,6.9,3.45,3.45,17.24,10.34,6.9,0,0,3.45,6.9,3.45,3.45,0,0,3.45,10.34,0,0,0,0,10.34,0,0,0,3.45,0,6.9,0,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,0,17.24,0,10.34,0,3.45,6.9,3.45,0,0,0,0,0,3.45,0,3.45,0,0,0,20.69,6.9,3.45,0,0,0,0,3.45,0,3.45,0,3.45,Faculty of Art Des & Architecture,F
68,125,61.67,23.58,69.14,25.77,13.89,22.4,90.4,56,12.8,10.4,7.2,3.2,0,0,0,2.4,7.2,14.4,8.8,5.6,9.6,1.6,16.8,9.6,5.6,3.2,0.8,2.4,11.2,5.6,5.6,0.8,1.6,0.8,5.6,0,0,0,0,22.4,4,5.6,3.2,2.4,3.2,7.2,2.4,1.6,0,0.8,0,0,0,0,0,12.8,3.2,5.6,0.8,0.8,3.2,4,4.8,0.8,8.8,0,7.2,1.6,1.6,2.4,0,0,0,0,0,0,0,0,0,0,15.2,7.2,4,0,0.8,0,0,0,3.2,0,0,0,Faculty of Art Des & Architecture,F
3964,41,60.92,98.52,7.12,25.77,20.5,29.27,80.49,53.66,21.95,17.07,0,0,0,0,17.07,4.88,2.44,17.07,9.76,2.44,2.44,0,12.2,7.32,7.32,4.88,0,2.44,0,0,0,0,0,0,21.95,0,0,0,0,7.32,2.44,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,0,7.32,2.44,4.88,2.44,2.44,0,2.44,7.32,2.44,9.76,0,7.32,2.44,4.88,0,0,2.44,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,M
964,115,75.47,46.52,32.41,25.77,19.17,29.57,86.96,48.7,8.7,3.48,1.74,0,0,0,1.74,5.22,6.96,12.17,7.83,2.61,10.43,0.87,13.04,4.35,3.48,1.74,0,3.48,6.96,3.48,3.48,0,1.74,0,6.09,0,0,0,0,10.43,0.87,2.61,0.87,3.48,0.87,4.35,0,0,0,0,0.87,0,0.87,0,0,7.83,0,1.74,2.61,3.48,0.87,2.61,7.83,0.87,12.17,0,10.43,1.74,8.7,0,0,4.35,0,0,0,0,0,0,0,0,16.52,5.22,6.96,0,0,0,0,0.87,3.48,0,0,0,Faculty of Art Des & Architecture,F
1505,27,7.88,1,99,99,13.5,25.93,88.89,55.56,18.52,14.81,14.81,0,0,0,0,3.7,3.7,7.41,14.81,3.7,7.41,7.41,25.93,3.7,3.7,3.7,7.41,0,11.11,11.11,0,0,0,0,3.7,0,0,0,0,33.33,14.81,0,3.7,7.41,3.7,11.11,3.7,3.7,0,0,0,0,0,0,0,3.7,0,3.7,3.7,3.7,0,0,14.81,3.7,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,7.41,3.7,3.7,0,0,0,0,0,7.41,0,0,Faculty of Art Des & Architecture,F
3219,109,79.98,50,86.16,99,21.8,27.52,93.58,47.71,10.09,2.75,1.83,0.92,0,0,0,7.34,6.42,13.76,8.26,2.75,7.34,0.92,15.6,6.42,1.83,0,0.92,2.75,9.17,9.17,0,0,0,0,3.67,0,0,0,0,20.18,7.34,8.26,0,2.75,0,1.83,1.83,0.92,0,0,2.75,0.92,1.83,0,0,12.84,1.83,7.34,2.75,1.83,0,1.83,11.01,0.92,16.51,0.92,9.17,6.42,1.83,2.75,0,0,0,0,0,0,0,0,0,0,11.01,4.59,5.5,0,0,0,0,0.92,0,0,0,0,Faculty of Art Des & Architecture,F
3600,81,90.65,50,20.47,72.05,16.2,39.51,81.48,43.21,3.7,0,0,0,0,0,0,3.7,9.88,11.11,7.41,3.7,7.41,1.23,7.41,2.47,0,0,2.47,2.47,2.47,2.47,0,0,0,0,4.94,0,0,0,0,19.75,6.17,2.47,1.23,4.94,1.23,3.7,1.23,0,0,0,0,0,0,0,0,9.88,3.7,7.41,2.47,1.23,0,0,7.41,3.7,7.41,2.47,3.7,1.23,11.11,2.47,0,0,0,0,0,0,0,0,0,0,12.35,6.17,4.94,0,0,0,0,1.23,0,0,0,0,Faculty of Art Des & Architecture,F
1617,136,59.32,64.36,24.77,15.44,22.67,26.47,80.15,56.62,18.38,9.56,5.15,0,3.68,0,0.74,8.82,7.35,14.71,5.88,3.68,10.29,1.47,9.56,5.15,4.41,2.21,0,2.21,2.21,0.74,1.47,0,0.74,0,10.29,0.74,0,0,0,10.29,1.47,2.94,0.74,0.74,1.47,3.68,2.94,2.21,0,0,0.74,0,0.74,0,0,5.88,2.21,2.21,2.94,0,0,2.94,5.88,0,7.35,1.47,3.68,2.21,1.47,0.74,0,2.21,0,0,0,0,0,0,0,0,12.5,4.41,3.68,0,0,0,0,1.47,0,0,2.94,0,Faculty of Art Des & Architecture,M
3467,48,44.42,95.2,1,99,9.6,16.67,93.75,60.42,20.83,8.33,0,0,8.33,0,0,12.5,12.5,8.33,10.42,4.17,8.33,0,18.75,2.08,0,10.42,0,2.08,8.33,8.33,0,0,0,0,10.42,0,0,0,0,14.58,2.08,6.25,4.17,6.25,0,2.08,0,0,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,12.5,0,6.25,2.08,4.17,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,12.5,2.08,2.08,0,0,8.33,0,0,0,0,0,0,Faculty of Art Des & Architecture,M
3402,248,67.7,85.28,12.55,32.7,10.78,21.37,83.06,52.82,9.27,7.66,0.4,0.81,0,4.84,1.61,1.61,6.45,14.52,11.29,6.45,8.06,0.4,18.95,5.65,3.63,0.81,4.03,0.81,2.82,1.61,1.21,0.81,0,0,13.71,0,2.02,4.84,0,8.87,1.61,2.02,2.02,0.81,0.81,3.23,2.42,0.81,1.21,0.4,0.81,0.4,0,0,0.4,12.1,5.24,2.42,1.21,2.82,1.61,0.81,14.11,2.02,15.73,6.05,6.85,2.82,3.23,0.4,0,0,0,0,0.4,0,0,0,0,0,12.1,8.87,1.21,0.81,0,0,0.4,0,0,0.81,0,0,Faculty of Art Des & Architecture,F
591,107,92.35,53.74,7.01,99,15.29,42.06,75.7,30.84,6.54,1.87,0.93,0,0,0,0.93,4.67,4.67,10.28,5.61,0,3.74,0,6.54,3.74,3.74,0,0,2.8,11.21,9.35,1.87,1.87,0,0,1.87,0,0,0,0,13.08,2.8,3.74,2.8,2.8,1.87,0,0,0,0,0,0,0,0,0,0,14.02,0.93,7.48,5.61,8.41,1.87,0,3.74,2.8,11.21,0.93,9.35,0.93,10.28,0.93,0,6.54,0,0,0,0,0,0,0,0,19.63,6.54,6.54,0,0,0,0,6.54,0,0,0,0,Faculty of Art Des & Architecture,M
3956,30,70.69,50,43.37,84.54,15,23.33,86.67,60,10,6.67,3.33,3.33,0,0,0,3.33,10,13.33,10,10,6.67,0,16.67,0,3.33,0,0,3.33,6.67,3.33,0,0,0,0,3.33,0,0,0,0,10,3.33,0,0,6.67,0,3.33,10,10,0,0,0,0,0,0,0,6.67,3.33,0,3.33,0,0,3.33,13.33,0,10,3.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,M
215,13,93.26,50,63.54,99,13,7.69,92.31,46.15,15.38,7.69,7.69,0,0,0,0,7.69,7.69,15.38,7.69,0,0,0,7.69,0,0,0,0,7.69,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,15.38,0,15.38,0,0,15.38,15.38,0,0,0,0,0,7.69,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,F
3770,2,93.26,50,99,25.77,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,F
1719,130,67.45,46.92,33.6,81.28,16.25,24.62,83.85,44.62,5.38,2.31,0,0.77,0,0,1.54,3.08,6.15,10,10,3.08,10,2.31,13.08,3.85,3.08,0.77,0.77,3.85,4.62,3.85,0.77,0,0,0.77,6.92,0,0,0,0,22.31,3.85,4.62,1.54,6.15,2.31,6.15,0,0,0,0,1.54,0,1.54,0,0,9.23,0.77,3.08,5.38,2.31,0,1.54,11.54,1.54,10,0.77,5.38,3.85,3.85,0.77,0,4.62,0,0,0,0,0,0,0,0,10,5.38,1.54,0,0,0.77,0,0,0,2.31,0,0,Faculty of Art Des & Architecture,F
2663,11,32.58,96.52,2.4,99,5.5,18.18,72.73,45.45,18.18,9.09,0,0,9.09,0,0,9.09,9.09,0,9.09,9.09,0,0,9.09,9.09,0,9.09,0,0,18.18,18.18,0,0,0,0,18.18,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,18.18,0,0,0,0,0,Faculty of Art Des & Architecture,M
3252,50,99,65.56,12.17,91.14,16.67,26,70,42,6,2,0,0,2,0,0,4,12,16,6,2,2,0,8,6,4,0,0,0,4,4,0,0,0,0,2,0,0,0,0,10,4,2,2,2,0,0,8,2,2,0,0,0,0,0,0,8,0,2,4,2,0,2,6,0,12,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,14,6,4,0,0,0,0,0,0,4,0,0,Faculty of Art Des & Architecture,M
3335,89,25.11,97.82,59.69,99,14.83,29.21,94.38,47.19,14.61,12.36,1.12,10.11,0,0,1.12,2.25,0,10.11,8.99,4.49,11.24,1.12,10.11,3.37,0,1.12,1.12,0,14.61,13.48,1.12,1.12,0,0,15.73,0,0,0,0,19.1,8.99,5.62,1.12,0,0,3.37,2.25,2.25,0,0,0,0,0,0,0,25.84,11.24,10.11,3.37,1.12,1.12,0,15.73,1.12,10.11,2.25,2.25,6.74,10.11,0,0,0,0,0,0,0,0,0,0,0,11.24,6.74,3.37,0,0,0,0,0,0,1.12,0,0,Faculty of Art Des & Architecture,F
160,109,81.77,57.29,96.77,99,15.57,25.69,91.74,53.21,12.84,8.26,4.59,1.83,1.83,0,0,4.59,13.76,10.09,6.42,5.5,5.5,1.83,15.6,5.5,1.83,3.67,0,1.83,8.26,8.26,0,0,0,0,8.26,0,0,0,0,19.27,9.17,4.59,0.92,2.75,0,3.67,1.83,0.92,0,0.92,0,0,0,0,0,11.93,1.83,3.67,4.59,3.67,0,2.75,7.34,0.92,15.6,2.75,7.34,5.5,6.42,0.92,0,1.83,0,0,0,0,0,0,0,0,17.43,6.42,5.5,0,0,0,0,0,1.83,1.83,1.83,0,Faculty of Art Des & Architecture,M
2073,104,54.88,68.46,44.66,99,17.33,19.23,92.31,48.08,10.58,6.73,2.88,0.96,2.88,0,0,3.85,5.77,9.62,7.69,9.62,4.81,1.92,19.23,6.73,4.81,0,0,7.69,10.58,9.62,0.96,0,0,0,10.58,0,0,0,0,19.23,4.81,4.81,0.96,2.88,3.85,4.81,1.92,0.96,0.96,0,0,0,0,0,0,7.69,2.88,1.92,0,2.88,0,1.92,14.42,0,8.65,2.88,3.85,2.88,3.85,3.85,0.96,0,0,0,1.92,0,0,1.92,0,0,8.65,5.77,2.88,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,M
730,16,38.6,99,1,99,16,6.25,93.75,56.25,12.5,12.5,0,12.5,0,0,0,0,12.5,6.25,12.5,6.25,12.5,0,18.75,6.25,6.25,0,0,6.25,12.5,12.5,0,0,0,0,37.5,0,0,0,0,18.75,0,6.25,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,43.75,31.25,6.25,6.25,0,0,0,12.5,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,M
195,156,93.84,44.91,38.39,25.77,14.18,44.23,82.69,41.03,4.49,1.28,1.28,0,0,0,0,3.21,7.69,14.1,7.69,3.21,5.77,0,10.26,7.05,1.28,0.64,0,1.92,2.56,1.28,1.28,0.64,0,0,1.28,0,0,0,0,13.46,5.13,3.85,0.64,1.92,1.28,1.28,0,0,0,0,0,0,0,0,0,10.9,4.49,3.85,1.28,2.56,1.28,0,10.9,0.64,12.18,2.56,5.13,4.49,14.1,0,0,3.21,0,0,0,0,0,0,0,0,12.18,7.05,5.13,0,0,0,0,0,0,0,0,0,Faculty of Art Des & Architecture,F
1094,62,82.14,50,70.28,96.14,20.67,19.35,96.77,51.61,12.9,3.23,0,1.61,0,0,1.61,9.68,6.45,16.13,6.45,1.61,6.45,3.23,16.13,9.68,4.84,3.23,1.61,6.45,4.84,4.84,0,0,0,0,8.06,0,0,0,0,20.97,3.23,3.23,1.61,3.23,3.23,6.45,3.23,0,0,0,3.23,3.23,0,0,0,4.84,1.61,3.23,0,0,0,1.61,12.9,0,16.13,0,9.68,6.45,1.61,0,0,0,0,0,0,0,0,0,0,0,9.68,4.84,1.61,0,0,0,0,0,3.23,0,0,0,Faculty of Art Des & Architecture,F
1944,23,60.05,80.77,54.89,1,11.5,17.39,78.26,60.87,17.39,13.04,4.35,4.35,4.35,0,0,4.35,4.35,21.74,21.74,0,4.35,0,26.09,8.7,8.7,4.35,4.35,4.35,4.35,0,4.35,4.35,0,0,8.7,0,0,0,0,13.04,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,8.7,17.39,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.78,17.39,0,0,0,4.35,0,0,0,4.35,8.7,0,Faculty of Art Des & Architecture,F
1460,9,1,98.62,1,25.77,9,11.11,88.89,55.56,22.22,11.11,0,0,11.11,0,0,11.11,0,0,22.22,11.11,11.11,0,22.22,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,22.22,0,0,Faculty of Art Des & Architecture,F
2758,113,99,83.49,16.03,75.11,18.83,33.63,78.76,43.36,5.31,1.77,0.88,0,0,0,0.88,3.54,8.85,20.35,4.42,0,4.42,0,15.04,1.77,1.77,1.77,0,1.77,3.54,2.65,0,0,0,0,10.62,0,0,0,0,7.96,0,5.31,1.77,0,0.88,0,3.54,0,1.77,0,0,0,0,0,0,11.5,6.19,6.19,2.65,0,0.88,5.31,4.42,0,15.93,2.65,9.73,2.65,7.96,7.96,0,0.88,0,0,0,0,0,0,0,0,7.08,5.31,0.88,0,0,0,0,0.88,0,0,0,0,Faculty of Art Des & Architecture,F
678,21,96.66,97.14,1,95.81,21,33.33,80.95,47.62,9.52,9.52,0,0,4.76,0,4.76,0,14.29,14.29,4.76,9.52,0,0,9.52,4.76,4.76,4.76,0,4.76,4.76,4.76,0,0,0,0,14.29,0,0,0,0,19.05,9.52,4.76,4.76,0,0,0,0,0,0,0,4.76,4.76,0,0,0,4.76,0,4.76,0,0,0,0,14.29,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,19.05,0,4.76,0,0,4.76,0,0,0,0,9.52,0,Faculty of Art Des & Architecture,F
3649,148,68.53,39.34,36.43,99,14.8,27.7,84.46,47.3,10.14,3.38,0.68,0,0,0,2.7,6.76,10.81,6.76,11.49,2.7,4.73,2.7,16.22,3.38,2.03,0,2.03,1.35,7.43,6.76,0.68,0.68,0,0,4.05,0,0,0,0,10.14,2.03,3.38,1.35,0.68,0.68,3.38,0,0,0,0,0,0,0,0,0,10.81,2.03,5.41,3.38,3.38,1.35,2.03,14.19,1.35,14.19,4.05,8.11,2.03,8.11,0.68,0,2.7,0,0,0,0,0,0,0,0,16.22,6.76,3.38,0,0,0,0,2.7,0,3.38,0,0,Faculty of Art Des & Architecture,F
336,138,73.12,58.59,68.63,52.99,19.71,19.57,86.96,49.28,10.87,6.52,3.62,0.72,0.72,0,1.45,4.35,5.8,13.77,7.97,4.35,7.97,0.72,12.32,8.7,7.25,0.72,2.17,2.9,2.9,2.17,0.72,0,0,0,12.32,0.72,0,3.62,2.9,16.67,2.17,2.9,2.17,3.62,2.9,7.25,1.45,0.72,0,0.72,4.35,0.72,0.72,0,2.9,4.35,0.72,0,3.62,0,0,2.9,6.52,1.45,13.04,2.9,9.42,0.72,1.45,3.62,0.72,0,0,0,0,0,0,0,0,0,6.52,5.07,0.72,0,0,0,0,0,0,0.72,0,0,Faculty of Art Des & Architecture,M
3635,185,92.74,82.1,29.9,98.99,23.12,30.81,68.65,37.3,5.95,3.24,0,2.16,0,0,1.08,2.7,4.86,15.14,2.7,4.86,7.03,0,5.41,1.08,0.54,4.32,4.86,1.08,5.95,5.95,0,0,0,0,9.19,0,0,0,0,14.59,7.03,3.78,0,2.16,0.54,2.16,1.08,0.54,0,0,0.54,0.54,0,0,0,8.11,4.32,0.54,2.7,0.54,0,1.08,4.32,0,8.65,1.08,5.41,2.16,1.62,8.11,0,0,0,0,0,0,0,0,0,0,20.54,3.78,4.32,0,0.54,0,0,6.49,0,2.16,1.08,2.16,Faculty of Art Des & Architecture,F
2557,116,29.6,90.19,14.51,99,19.33,33.62,87.93,53.45,12.93,7.76,0.86,6.9,0,0,0,5.17,1.72,12.07,12.93,4.31,10.34,1.72,11.21,0.86,0.86,0.86,0,1.72,11.21,9.48,1.72,0.86,0,0,11.21,0,0,0,0,18.1,4.31,7.76,1.72,0.86,0.86,2.59,1.72,0.86,0,0,0.86,0,0.86,0,0,18.1,10.34,7.76,1.72,0,0,0,13.79,0,8.62,1.72,5.17,1.72,3.45,3.45,0,0,0,0,0.86,0,0,0.86,0,0,10.34,4.31,5.17,0,0,0,0,0.86,0,0,0,0,Faculty of Art Des & Architecture,F
