Unique_ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,unit_faculty,demographic_sex
1596,47,43.03,33.52,37.87,4.35,23.5,25.53,70.21,38.3,6.38,0,0,0,0,0,0,6.38,0,12.77,8.51,6.38,12.77,2.13,10.64,14.89,12.77,0,4.26,2.13,2.13,0,2.13,0,2.13,0,2.13,0,0,0,0,17.02,2.13,0,6.38,2.13,4.26,4.26,0,0,0,0,0,0,0,0,0,6.38,0,0,6.38,0,0,0,4.26,0,19.15,4.26,4.26,12.77,2.13,0,0,2.13,0,0,0,0,0,0,0,0,10.64,4.26,0,0,0,0,0,0,0,6.38,0,0,Faculty of Arts,M
80,31,89.71,50,39.18,99,15.5,19.35,90.32,48.39,12.9,6.45,6.45,0,0,0,0,6.45,12.9,12.9,12.9,0,0,3.23,12.9,3.23,3.23,0,3.23,6.45,6.45,6.45,0,0,0,0,12.9,0,3.23,0,3.23,9.68,0,6.45,0,0,0,3.23,0,0,0,0,0,0,0,0,0,12.9,6.45,0,0,0,6.45,0,9.68,0,9.68,6.45,3.23,0,3.23,0,0,0,0,0,3.23,0,3.23,0,0,0,29.03,3.23,3.23,6.45,0,0,3.23,0,0,12.9,0,0,Faculty of Arts,F
207,106,84.73,77.48,48.36,99,11.78,21.7,86.79,50,14.15,9.43,6.6,0,2.83,0,0,4.72,9.43,14.15,6.6,4.72,3.77,0.94,14.15,5.66,2.83,0.94,1.89,1.89,8.49,8.49,0,0,0,0,13.21,0,0.94,0,0,11.32,0.94,3.77,1.89,2.83,2.83,0.94,0,0,0,0,1.89,0,0,0,0,13.21,8.49,1.89,0.94,1.89,0.94,1.89,11.32,1.89,14.15,0.94,8.49,4.72,4.72,3.77,0,1.89,0,0,4.72,0,4.72,0,0,0,16.04,3.77,5.66,0,0,0,4.72,0,0,0,0,1.89,Faculty of Arts,F
1626,70,83.81,50,43.37,78.19,35,32.86,81.43,54.29,10,1.43,1.43,0,0,0,0,8.57,8.57,15.71,10,2.86,5.71,2.86,14.29,2.86,1.43,2.86,1.43,2.86,2.86,2.86,0,0,0,0,8.57,0,0,0,0,10,2.86,0,0,1.43,2.86,4.29,4.29,0,2.86,1.43,1.43,0,1.43,0,0,5.71,0,4.29,1.43,0,0,1.43,12.86,0,11.43,0,7.14,4.29,1.43,0,1.43,0,0,0,0,0,0,0,0,0,8.57,2.86,1.43,0,0,0,0,0,0,0,2.86,1.43,Faculty of Arts,F
1636,218,85.78,57.29,75.97,51.52,21.8,13.3,89.45,55.05,12.84,7.34,4.59,0,0.46,0,2.29,5.5,6.42,19.27,7.34,4.59,6.42,0.46,11.47,6.88,2.75,0.46,0,4.13,5.96,3.67,2.29,0.46,1.83,0,8.72,0,0,0,0.46,12.39,3.67,1.83,0.92,2.75,1.83,2.29,0.92,0,0.46,0,0.46,0,0.46,0,0,9.17,0,2.29,6.42,0.92,1.38,3.21,11.47,0,15.6,0.92,6.42,8.26,4.13,0.46,0,0,0,1.38,0,0,0,0,0,0,10.55,3.67,4.13,0,0.46,0.92,0,0,0,0.46,0.92,0,Faculty of Arts,F
3816,379,96.36,56.29,10.45,74.85,34.45,28.76,80.74,47.23,6.33,1.85,0.26,0,0,1.32,0.26,4.49,9.76,16.89,6.86,3.17,5.28,0.79,10.03,9.23,2.9,1.06,0.53,1.58,9.23,5.8,3.17,0.26,1.85,0.53,5.54,0,0.26,0,1.32,10.82,2.9,2.37,0.79,2.11,1.06,2.9,0.79,0.53,0,0.26,2.37,0.26,2.11,0,0,7.65,0.26,0.53,3.96,1.58,2.37,1.85,6.07,0.26,9.5,1.32,5.54,2.64,3.69,0,0,0.26,0,0.79,0.26,0,0,0,0.26,0,10.03,2.9,5.01,0,0.53,0,0,0.26,0.26,0.53,0.53,0,Faculty of Arts,F
1616,66,95.64,85.56,16.48,54.29,16.5,36.36,77.27,48.48,6.06,0,0,0,0,0,0,6.06,13.64,15.15,9.09,4.55,6.06,0,21.21,3.03,1.52,4.55,0,0,1.52,1.52,0,0,0,0,12.12,0,0,0,0,16.67,4.55,1.52,1.52,9.09,0,1.52,3.03,3.03,0,0,0,0,0,0,0,1.52,0,1.52,0,0,0,3.03,13.64,4.55,10.61,3.03,7.58,0,6.06,4.55,0,0,0,0,0,0,0,0,0,0,10.61,6.06,1.52,0,0,0,0,0,0,3.03,0,0,Faculty of Arts,F
3248,3,18.82,99,1,99,3,0,100,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,66.67,66.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Arts,M
1139,614,98.73,68.74,12.75,79.27,13.06,31.76,71.01,35.5,3.26,0.81,0.65,0,0,0,0.16,2.44,9.28,14.5,3.75,1.79,3.91,0.49,5.86,4.23,1.3,1.14,2.77,2.12,5.54,4.23,1.3,0.33,0.49,0.33,7,0,0,0,0,7.65,2.61,3.09,0.33,1.3,0.33,0.98,0.81,0.49,0,0.33,1.47,0.33,0.65,0,0.49,17.26,5.7,1.95,10.26,0.49,0.98,0.16,4.4,0.33,10.26,1.14,8.31,0.81,8.79,2.77,0.81,0.49,0.16,0,0.49,0,0.49,0,0,0,24.43,8.63,5.21,0.65,0.33,0.49,0,3.09,0.65,0.98,2.61,1.79,Faculty of Arts,F
674,20,96.79,84.14,3.37,99,10,45,75,45,20,10,5,0,5,0,0,10,10,15,0,0,0,0,0,5,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,10,0,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
1408,49,45.73,15.37,46.05,25.77,24.5,6.12,83.67,53.06,18.37,8.16,6.12,0,2.04,0,0,10.2,4.08,12.24,6.12,6.12,4.08,4.08,20.41,4.08,4.08,2.04,4.08,4.08,4.08,2.04,2.04,0,0,0,6.12,0,0,0,0,14.29,0,0,2.04,2.04,2.04,8.16,2.04,2.04,0,0,0,0,0,0,0,6.12,2.04,0,0,4.08,0,10.2,12.24,0,8.16,0,4.08,4.08,0,0,0,0,0,0,4.08,0,2.04,0,2.04,0,20.41,2.04,0,0,0,0,4.08,4.08,0,2.04,4.08,4.08,Faculty of Arts,F
732,158,76.66,55.02,65.66,82.44,22.57,19.62,87.34,51.27,11.39,5.06,4.43,0,0.63,0,0,6.33,11.39,12.03,8.86,3.8,9.49,0.63,13.29,4.43,3.16,1.9,0.63,4.43,3.16,3.16,0,0,0,0,8.23,0,0.63,0,0.63,10.13,3.8,1.27,0.63,0.63,1.27,2.53,0.63,0,0,0,1.9,0.63,0,0,0,6.33,2.53,1.27,1.9,1.27,0,1.27,12.03,0.63,13.29,0,8.23,3.8,5.06,0,0,0.63,0,0,1.27,0,0,0.63,0,0,10.13,3.8,3.16,0,0,0.63,0,0,0,1.9,0,0.63,Faculty of Arts,M
2065,32,30.41,89.42,35.37,25.77,16,12.5,93.75,56.25,15.62,9.38,3.12,6.25,0,0,0,6.25,6.25,12.5,9.38,9.38,9.38,3.12,21.88,3.12,3.12,0,0,6.25,0,0,0,0,0,0,18.75,0,0,0,0,28.12,6.25,0,9.38,15.62,0,6.25,3.12,0,0,3.12,0,0,0,0,0,9.38,6.25,3.12,0,0,0,0,12.5,0,12.5,6.25,6.25,0,9.38,0,0,0,0,0,0,0,0,0,0,0,9.38,3.12,0,0,0,3.12,0,0,0,3.12,0,0,Faculty of Arts,M
3828,902,89.87,82.13,14.43,57.21,25.06,26.72,83.15,47.78,8.09,3.88,0.55,0.33,0,0.89,2.11,4.21,10.53,13.08,8.2,3.33,5.76,1.33,12.97,4.99,3.55,1.77,2.33,2.77,3.99,2.77,1.11,0,0.55,0.22,13.53,4.32,0,2.44,2.99,10.09,1.77,2.44,1.44,2,0.78,2.77,2.33,1.77,0.11,0,2.11,0,0.33,0,1.77,12.31,6.98,2.11,2.99,1.22,0.33,2.22,7.98,0.44,11.86,2.11,6.32,3.22,4.55,2.22,1.66,0.78,0,0,0.22,0,0.11,0,0.11,0,15.96,3.99,4.99,0.11,0.89,0,0.11,0.67,0.89,1.55,1.77,1,Faculty of Arts,F
1723,426,83.57,72.13,35.55,99,17.04,24.41,87.79,51.64,11.97,6.1,1.64,1.64,0.7,1.17,0.94,5.87,10.09,14.32,8.22,3.52,6.57,1.41,14.32,3.52,2.35,2.11,0.7,1.64,6.57,6.34,0.23,0,0.23,0,10.09,0,0.23,0.94,0.23,13.15,2.58,4.46,1.41,1.64,0.7,3.52,2.35,0.7,1.41,0,0,0,0,0,0,7.98,3.52,2.35,2.11,1.17,0.47,2.35,12.21,0.94,13.62,2.82,5.63,6.1,8.45,0.47,0,4.23,0,0,0.47,0,0,0.47,0,0,14.79,5.87,3.76,0,0.23,0,0,0.94,1.88,1.64,0.47,0,Faculty of Arts,M
3575,201,94.53,78.71,62.34,34.4,28.71,27.36,86.57,52.74,9.45,4.98,0,0.5,3.48,0.5,0.5,4.48,9.95,18.41,7.96,2.49,5.47,1.49,12.94,6.97,2.99,1,0,3.48,3.98,1.99,1.49,0,1,0,9.45,0,0,0,0.5,16.92,7.46,5.47,0,3.98,1.49,3.98,2.49,0.5,0,1,1.49,0,1.49,0,0,6.47,0.5,2.99,1.99,1,0.5,0.5,11.44,0.5,11.94,1,7.46,3.48,3.48,0,0,0,0,0,0,0,0,0,0,0,6.97,3.98,1.99,0,0,0,0,0,0,1,0,0,Faculty of Arts,F
1691,192,79.58,75.1,6.65,99,21.33,29.69,89.06,47.92,10.94,5.21,1.04,0,0,2.6,1.56,5.73,8.85,10.94,7.81,0.52,8.85,1.04,16.67,6.77,3.12,0.52,0.52,1.56,9.38,7.81,1.56,1.04,0,0,11.46,0.52,0.52,0.52,2.08,11.46,3.65,2.6,1.56,2.08,1.04,2.6,3.12,2.08,0.52,0,0.52,0,0.52,0,0,15.62,2.6,1.04,4.69,5.21,2.6,3.12,10.94,0,8.85,3.12,4.17,1.56,4.69,1.56,0.52,0,0.52,0,0,0,0,0,0,0,13.54,4.69,7.29,0,0,0,0,0.52,0,1.04,0,0,Faculty of Arts,F
3976,330,87.05,69.68,96.4,30.91,23.57,18.79,89.7,47.88,10,4.55,0.91,1.82,0.91,0,0.91,5.45,7.88,14.55,5.45,3.64,8.18,0.3,11.52,7.88,5.45,1.21,0.91,4.24,1.52,0.91,0.61,0,0,0,9.09,0,0,0,0,15.76,5.45,2.12,0.91,3.64,1.21,5.45,5.76,0,0.61,0.91,2.73,0,1.21,0,1.52,4.24,2.12,0,1.82,0.3,0,0.91,9.09,0.91,20.91,3.03,14.24,3.64,0.61,0.61,0,0,0.3,0.3,0,0,0,0,0,0,8.18,4.24,3.33,0,0,0,0,0,0,0.61,0,0,Faculty of Arts,F
2540,34,7.44,92.92,81.91,25.77,11.33,20.59,85.29,58.82,17.65,5.88,0,0,5.88,0,0,11.76,2.94,8.82,14.71,11.76,8.82,0,23.53,0,0,11.76,5.88,0,0,0,0,0,0,0,8.82,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,2.94,0,2.94,5.88,0,5.88,11.76,2.94,26.47,8.82,11.76,5.88,2.94,0,0,0,0,0,2.94,0,2.94,0,0,0,17.65,5.88,5.88,0,0,5.88,0,0,0,0,0,0,Faculty of Arts,M
3454,67,95.61,91.04,59.13,8.14,13.4,34.33,80.6,38.81,2.99,0,0,0,0,0,0,2.99,5.97,14.93,8.96,0,5.97,0,10.45,4.48,1.49,0,0,5.97,4.48,1.49,2.99,0,1.49,0,16.42,0,0,0,0,7.46,1.49,2.99,0,1.49,0,2.99,0,0,0,0,0,0,0,0,0,17.91,8.96,5.97,8.96,0,0,0,8.96,0,17.91,4.48,8.96,4.48,4.48,0,0,0,1.49,0,0,0,0,0,0,0,14.93,7.46,1.49,5.97,0,0,0,0,0,0,0,0,Faculty of Arts,F
659,99,54.98,6.5,51.41,80.64,99,15.15,88.89,54.55,11.11,8.08,8.08,0,0,0,0,3.03,11.11,11.11,10.1,7.07,9.09,4.04,16.16,1.01,1.01,1.01,0,2.02,3.03,3.03,0,0,0,0,1.01,0,0,0,0,14.14,2.02,3.03,2.02,1.01,4.04,4.04,13.13,4.04,1.01,7.07,4.04,2.02,2.02,0,0,0,0,0,0,0,0,1.01,12.12,0,9.09,1.01,5.05,3.03,4.04,0,0,0,0,0,1.01,0,0,1.01,0,0,18.18,6.06,4.04,0,0,0,0,0,0,8.08,0,0,Faculty of Arts,F
1317,287,92.24,50,29.51,31.72,16.88,27.18,78.4,53.31,10.45,5.92,3.83,1.05,0,0,1.05,4.53,15.33,12.2,6.62,3.48,6.97,1.05,12.2,3.48,1.74,1.74,0.7,0.7,4.18,2.09,1.74,0,1.05,0,5.23,0,0,0,0,14.98,5.23,2.79,2.09,2.79,2.44,1.39,2.79,0.35,0.35,2.09,0.35,0,0.35,0,0,3.83,1.39,0.7,1.39,0.7,0,1.39,9.06,0.7,9.41,2.09,5.23,2.09,3.48,0.7,0,0,0,0.7,0,0,0,0,0,0,14.63,5.57,3.83,0,0,0,0.35,0,2.09,2.79,0,0,Faculty of Arts,F
1794,248,92.07,59.56,55.12,7.28,15.5,27.82,87.1,53.63,8.06,1.21,0.81,0,0,0.4,0,6.85,10.48,17.74,9.27,4.84,6.45,0.81,15.32,7.26,6.85,0.81,1.21,3.63,4.03,1.21,2.82,1.21,0,0.81,7.66,0,0,1.61,0.81,15.32,6.05,1.21,0.4,3.63,0.81,3.63,1.61,1.61,0,0,0.4,0,0.4,0,0,7.26,0.81,2.82,2.42,1.21,1.61,2.02,10.89,0.81,12.1,2.02,8.06,2.02,2.02,0,0.4,0.4,0,0,0.4,0,0,0,0.4,0,13.31,6.45,4.44,0,0,0.4,0,0.4,0.81,0,0.81,0,Faculty of Arts,M
3443,267,75.62,64.61,12.96,68.2,26.7,19.48,87.64,49.06,9.36,5.24,2.25,0,0,2.62,0.37,4.12,8.61,11.61,8.24,3.37,7.87,2.62,16.1,3.37,2.62,2.25,1.87,2.25,5.24,3.75,1.5,0.37,0.37,0.75,13.86,0,0,7.12,0,16.48,4.87,2.25,1.5,2.62,0.37,5.24,3.75,3,0,0.37,0.75,0,0.75,0,0,12.36,1.5,2.62,8.24,1.87,0,6.74,7.87,0,5.99,0.75,4.12,1.12,5.24,2.25,0,0,0,0,0,0,0,0,0,0,13.11,3.75,4.87,0,0,0,0,0,0.75,0.75,3,0,Faculty of Arts,F
727,44,57.84,41.03,61.34,94.75,11,31.82,81.82,50,11.36,9.09,9.09,0,0,0,0,2.27,9.09,11.36,11.36,4.55,11.36,0,13.64,4.55,2.27,0,2.27,2.27,4.55,4.55,0,0,0,0,9.09,0,0,0,0,6.82,0,0,2.27,2.27,4.55,2.27,0,0,0,0,0,0,0,0,0,6.82,2.27,0,4.55,0,0,0,13.64,2.27,13.64,2.27,6.82,4.55,6.82,0,0,0,0,0,4.55,0,2.27,0,2.27,0,15.91,6.82,0,0,0,0,2.27,0,0,6.82,0,0,Faculty of Arts,F
2939,152,93.85,86.84,4.05,2.51,25.33,38.16,70.39,42.11,9.21,4.61,0,0.66,0,0,3.95,4.61,4.61,17.11,4.61,2.63,4.61,0,8.55,1.97,1.32,0.66,0.66,2.63,2.63,0,2.63,1.97,0,0.66,11.84,0,0,0,0,9.87,2.63,1.97,1.32,3.29,2.63,1.32,5.92,3.95,1.32,0.66,0.66,0,0,0,0.66,10.53,5.92,0.66,1.32,0,3.29,1.32,5.26,0,7.89,1.32,5.26,1.32,1.32,5.26,0,0,0,0,0.66,0,0.66,0,0,0,8.55,3.95,3.29,0,0,0,0,0,0,0,1.32,0,Faculty of Arts,F
723,318,81.32,45.01,93.7,89.18,21.2,29.56,89.94,50.63,10.38,6.29,5.03,0,1.26,0,0,4.09,7.23,15.41,8.81,3.14,8.18,0.63,15.09,2.83,1.57,0.94,0.63,0.63,4.4,4.09,0.31,0,0.31,0,5.97,0,0.63,0,0.94,11.95,2.83,2.52,0.31,2.83,2.2,2.83,0.63,0.63,0,0,0.94,0.31,0.31,0,0,10.38,1.26,3.14,4.09,2.52,0.94,1.89,11.64,0.94,19.81,1.89,14.47,4.09,8.18,0.31,0,0,0,0,0.31,0,0.31,0,0,0,11.01,5.03,2.2,0,0,0,0.63,0,0,2.52,0.63,0,Faculty of Arts,F
1392,87,66.61,63.49,11.5,46.99,43.5,18.39,85.06,57.47,16.09,3.45,2.3,0,1.15,0,0,12.64,10.34,11.49,11.49,4.6,3.45,1.15,20.69,2.3,2.3,1.15,4.6,2.3,5.75,3.45,2.3,0,2.3,0,6.9,0,0,0,0,12.64,4.6,2.3,1.15,4.6,1.15,1.15,1.15,1.15,0,0,0,0,0,0,0,4.6,1.15,2.3,1.15,0,0,5.75,10.34,1.15,6.9,1.15,4.6,1.15,1.15,0,0,1.15,0,0,2.3,0,0,2.3,0,0,11.49,2.3,5.75,0,1.15,0,0,0,0,2.3,0,0,Faculty of Arts,M
2916,49,73.29,96.66,13.15,25.77,16.33,18.37,89.8,53.06,16.33,12.24,2.04,0,0,8.16,2.04,4.08,8.16,14.29,4.08,4.08,8.16,2.04,10.2,0,0,2.04,0,2.04,4.08,2.04,2.04,2.04,0,0,26.53,2.04,0,10.2,0,14.29,4.08,2.04,0,2.04,2.04,4.08,2.04,2.04,0,0,0,0,0,0,0,8.16,2.04,4.08,4.08,0,0,0,14.29,0,12.24,4.08,6.12,2.04,4.08,2.04,0,0,0,0,0,0,0,0,0,0,12.24,6.12,6.12,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
3568,146,92.6,68.41,19.1,9.1,20.86,31.51,74.66,42.47,8.9,4.11,1.37,0,0,0,2.74,4.79,6.16,15.75,4.79,2.74,6.16,0,8.22,8.22,5.48,0.68,4.79,4.11,2.74,0.68,2.05,0,2.05,0,8.22,0,0,0.68,0,8.22,0.68,2.05,0,0.68,2.74,2.05,4.11,3.42,0,0,0.68,0.68,0,0,0,5.48,0.68,1.37,3.42,0,0,3.42,4.11,0.68,11.64,1.37,4.11,5.48,2.05,1.37,0,0,0,0,0,0,0,0,0,0,25.34,4.79,8.22,0.68,0,0,0,2.05,3.42,2.05,4.11,0,Faculty of Arts,F
2621,194,39.31,50,4.52,34.73,24.25,27.32,85.05,57.22,16.49,8.76,2.58,0,0,5.15,1.03,7.73,4.64,14.95,9.79,7.22,7.73,3.09,17.01,5.67,4.12,0.52,0,1.03,4.64,2.58,2.06,0,1.03,0,10.82,0,2.06,5.15,0,17.01,5.15,3.61,4.12,3.09,0.52,5.15,2.06,0,0,2.06,3.61,0.52,1.03,0,2.06,6.19,3.09,0,2.06,0.52,1.03,9.28,5.67,0.52,7.22,1.03,3.61,3.61,1.03,2.06,0,0,0,0.52,2.58,0,0,1.55,0,1.03,14.43,4.12,5.15,0,0,0,0,0,0,5.15,0,0,Faculty of Arts,F
4049,45,58.95,58.78,1,67.75,45,37.78,82.22,46.67,6.67,2.22,2.22,0,0,0,0,4.44,6.67,11.11,8.89,6.67,13.33,0,6.67,0,0,4.44,0,6.67,2.22,2.22,0,0,0,0,4.44,0,0,0,0,11.11,2.22,6.67,0,2.22,0,0,0,0,0,0,0,0,0,0,0,17.78,2.22,2.22,15.56,0,0,0,8.89,0,2.22,0,0,2.22,11.11,0,0,4.44,0,0,0,0,0,0,0,0,8.89,2.22,2.22,0,0,0,0,0,0,0,4.44,0,Faculty of Arts,M
1609,344,97.18,56.94,7.84,30.69,28.67,35.47,71.51,44.48,6.1,2.33,0.58,0,0,1.16,0.58,3.78,11.05,16.57,5.52,2.62,7.27,0.29,9.88,6.1,4.07,0.87,1.16,0.87,3.2,1.74,1.45,0.29,0.58,0,3.2,0,0,0,1.45,8.43,2.91,3.78,0.58,0.58,0.29,0.58,6.69,2.62,0,3.2,0.58,0,0,0,0.58,4.36,0.58,1.74,1.16,0,0.87,5.23,4.07,0.87,10.17,1.45,4.36,4.36,0.87,1.16,0,0.58,0.29,0.58,0.29,0,0.29,0,0,0,19.48,4.36,8.14,0.29,0,0.29,0.29,1.45,2.33,0.87,0,1.45,Faculty of Arts,F
775,91,80.74,66.98,85.97,84.1,30.33,34.07,87.91,42.86,8.79,3.3,1.1,0,0,0,2.2,5.49,4.4,14.29,2.2,4.4,12.09,0,3.3,6.59,4.4,5.49,0,3.3,3.3,3.3,0,0,0,0,8.79,0,1.1,0,0,13.19,3.3,4.4,0,0,2.2,3.3,1.1,1.1,0,0,0,0,0,0,0,13.19,1.1,4.4,5.49,2.2,1.1,2.2,3.3,1.1,19.78,1.1,13.19,5.49,9.89,0,0,0,0,0,0,0,0,0,0,0,8.79,3.3,2.2,0,0,0,0,2.2,0,1.1,0,0,Faculty of Arts,M
2206,155,61.74,55.12,75.61,1.23,22.14,20.65,82.58,54.84,13.55,3.87,1.94,0,0,0,1.94,9.68,6.45,16.13,9.03,4.52,11.61,0.65,12.9,7.74,5.81,1.94,0,1.29,5.81,1.29,4.52,0,3.87,0,7.74,0,0.65,0,0,10.97,4.52,0,0.65,0.65,1.29,3.87,1.29,0,0.65,0.65,0,0,0,0,0,3.87,1.29,0.65,1.94,0.65,0,2.58,8.39,0.65,15.48,0,12.26,3.23,0,0,0.65,0,0,1.29,1.29,0,0,0.65,0.65,0,14.19,4.52,1.94,0,0,0,0,0,5.16,0.65,1.29,0.65,Faculty of Arts,F
3018,105,15.37,46.19,43.37,1.91,21,18.1,91.43,62.86,19.05,7.62,4.76,0,0,0,2.86,11.43,2.86,12.38,13.33,7.62,8.57,1.9,16.19,2.86,0.95,1.9,0.95,1.9,6.67,1.9,4.76,0.95,1.9,1.9,10.48,0,0,0,0,20.95,2.86,3.81,1.9,8.57,0,4.76,1.9,0,0,0,2.86,0,2.86,0,0,2.86,0.95,0,0.95,0.95,0,1.9,11.43,0.95,9.52,0.95,4.76,3.81,2.86,0.95,0,0,0,0.95,0.95,0,0,0,0.95,0,9.52,4.76,1.9,0,0,0,0,0,0,0.95,1.9,0,Faculty of Arts,M
2917,175,59.12,63.42,54.73,46.86,25,26.29,85.71,49.14,12,5.71,4.57,0.57,0.57,0,0,6.29,5.71,11.43,8.57,4.57,9.14,0.57,14.29,4.57,4.57,1.14,0,2.86,3.43,2.29,1.14,0,0,1.14,8.57,0,1.14,0,0,9.14,4,1.71,0,2.86,0,1.14,2.29,1.71,0,0.57,5.14,1.14,2.29,0,1.71,5.71,4,1.71,1.14,0.57,0.57,2.29,12.57,2.29,12,5.14,4,2.86,0.57,4.57,0,0.57,0,0,1.14,0,1.14,0,0,0,21.14,5.71,5.71,0,0.57,0,0,0.57,5.71,2.29,0,0.57,Faculty of Arts,F
3503,64,64.83,50,65.79,95.46,12.8,20.31,89.06,54.69,17.19,7.81,4.69,1.56,1.56,0,0,9.38,4.69,18.75,4.69,9.38,7.81,0,12.5,3.12,0,6.25,0,3.12,7.81,6.25,1.56,0,0,0,6.25,0,0,0,0,20.31,6.25,7.81,0,1.56,0,4.69,3.12,0,1.56,1.56,0,0,0,0,0,10.94,1.56,6.25,1.56,4.69,0,6.25,6.25,1.56,7.81,3.12,1.56,3.12,6.25,0,0,0,0,0,0,0,0,0,0,0,10.94,4.69,0,0,0,3.12,0,0,0,1.56,0,1.56,Faculty of Arts,F
1129,405,90.65,72.32,2.92,48.69,25.31,26.67,79.26,48.15,10.62,6.91,0.25,0.49,0,6.17,0,3.7,7.9,16.3,4.94,4.69,5.93,0.49,8.15,8.15,3.95,0.99,0.49,2.72,6.67,3.95,2.72,0,2.22,0,8.64,0,0.49,0.25,6.17,11.11,3.46,1.48,0.25,2.72,1.73,2.47,5.68,4.2,0,1.23,1.48,0.99,0.49,0,0,6.17,1.98,1.23,2.96,0.74,0,1.23,6.42,0.49,9.88,0.74,7.65,1.23,0.99,0.49,0,0,0.49,0.25,0,0,0,0,0,0,15.56,4.2,8.4,0.25,0,0,0,0.74,0.49,1.23,0,0.25,Faculty of Arts,M
1640,44,1.92,24.76,92.27,25.77,11,11.36,95.45,63.64,27.27,20.45,6.82,2.27,6.82,0,4.55,6.82,2.27,9.09,9.09,9.09,9.09,6.82,20.45,0,2.27,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,34.09,9.09,4.55,6.82,2.27,0,15.91,2.27,2.27,0,0,0,0,0,0,0,4.55,2.27,0,2.27,0,0,0,22.73,0,4.55,0,2.27,2.27,11.36,0,0,0,0,0,2.27,0,0,0,2.27,0,27.27,9.09,6.82,0,0,0,0,0,0,6.82,4.55,0,Faculty of Arts,F
1695,51,32.13,83.66,28.81,99,17,29.41,84.31,47.06,9.8,3.92,3.92,0,0,0,0,5.88,3.92,9.8,9.8,9.8,9.8,1.96,17.65,1.96,1.96,5.88,0,0,9.8,9.8,0,0,0,0,17.65,0,1.96,0,0,7.84,1.96,3.92,0,1.96,0,1.96,1.96,0,1.96,0,1.96,0,1.96,0,0,13.73,9.8,3.92,0,0,0,1.96,13.73,0,9.8,1.96,3.92,3.92,3.92,1.96,0,3.92,0,0,0,0,0,0,0,0,13.73,3.92,1.96,0,0,1.96,1.96,0,0,3.92,0,0,Faculty of Arts,F
1966,364,83.81,54.38,34.95,25.77,14,25.82,79.12,44.51,10.44,3.85,1.1,1.65,0,0.55,0.55,6.59,6.59,14.84,5.49,4.95,4.95,2.75,9.89,4.95,2.75,2.2,2.2,2.75,7.69,3.85,3.85,0,0.55,0,8.24,0,0.55,1.65,0,18.68,2.75,1.1,1.65,7.14,3.3,4.95,3.85,1.65,0,1.1,2.2,0.55,1.1,0.55,0,6.59,2.2,1.65,0.55,1.1,1.1,1.1,6.04,0.55,12.09,1.1,7.14,4.95,0,0.55,1.1,0.55,0,1.1,0,0,0,0,0,0,13.19,7.14,4.4,0,0,0,0,0.55,0,1.1,0,0,Faculty of Arts,F
2869,79,94.35,73.66,45.06,89.4,19.75,32.91,87.34,53.16,8.86,2.53,2.53,0,0,0,0,6.33,8.86,20.25,5.06,1.27,12.66,0,8.86,6.33,6.33,0,1.27,1.27,3.8,3.8,0,0,0,0,10.13,0,0,0,0,16.46,7.59,5.06,0,3.8,2.53,1.27,2.53,1.27,0,0,0,0,0,0,0,2.53,1.27,1.27,0,0,0,0,10.13,0,8.86,0,7.59,1.27,0,0,0,0,0,0,2.53,0,0,1.27,1.27,0,15.19,5.06,2.53,1.27,5.06,0,0,0,0,1.27,0,0,Faculty of Arts,M
2529,27,96.08,77.05,33.94,1,13.5,44.44,70.37,48.15,7.41,3.7,0,0,0,0,3.7,3.7,7.41,18.52,14.81,0,0,0,14.81,0,0,3.7,0,0,3.7,0,3.7,0,0,0,7.41,0,0,0,3.7,3.7,3.7,0,0,0,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,14.81,0,14.81,0,0,0,3.7,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,7.41,0,0,0,0,0,0,Faculty of Arts,M
